7.250000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00,1.053814075184460211e-264
7.128329999999999700e+01,1.000000000000000000e+00,3.739999999999999858e+01,-1.000000000000000000e+00,1.100764788501472624e-264
7.924999999999999822e+00,0.000000000000000000e+00,2.610000000000000142e+01,-1.000000000000000000e+00,-3.023764461688591737e-194
5.310000000000000142e+01,1.000000000000000000e+00,3.410000000000000142e+01,-1.000000000000000000e+00,1.562030988149527756e-264
8.050000000000000711e+00,0.000000000000000000e+00,3.500000000000000000e+01,1.000000000000000000e+00,1.612948777014235202e-264
8.458299999999999486e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.982029498088481384e-173
5.186249999999999716e+01,0.000000000000000000e+00,5.400000000000000000e+01,1.000000000000000000e+00,1.716770324487099717e-264
2.107499999999999929e+01,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.892474668924695572e-264
1.113330000000000020e+01,2.000000000000000000e+00,2.760000000000000142e+01,-1.000000000000000000e+00,-3.941216945782665107e-138
3.007079999999999842e+01,1.000000000000000000e+00,1.519999999999999929e+01,-1.000000000000000000e+00,2.089774158839841341e-264
1.669999999999999929e+01,2.000000000000000000e+00,2.299999999999999822e+00,-1.000000000000000000e+00,2.115880384952334027e-264
2.655000000000000071e+01,0.000000000000000000e+00,1.496999999999999886e+01,-1.000000000000000000e+00,-4.656152841884209380e+42
8.050000000000000711e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,2.099844213746981562e-264
3.127499999999999858e+01,6.000000000000000000e+00,3.900000000000000000e+01,1.000000000000000000e+00,2.353051115730307343e-264
7.854199999999999626e+00,0.000000000000000000e+00,1.526699999999999946e+01,-1.000000000000000000e+00,6.121655366869460131e+150
1.600000000000000000e+01,0.000000000000000000e+00,5.360000000000000142e+01,-1.000000000000000000e+00,2.254683256955580932e-264
2.912500000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.661273121540791910e-264
1.300000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.116278747333467502e-151
1.800000000000000000e+01,1.000000000000000000e+00,3.094999999999999929e+01,-1.000000000000000000e+00,2.899110309881275568e-264
7.224999999999999645e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.981791298544421701e-264
2.600000000000000000e+01,0.000000000000000000e+00,3.500000000000000000e+01,1.000000000000000000e+00,4.243284735599366688e-67
1.300000000000000000e+01,0.000000000000000000e+00,3.400000000000000000e+01,1.000000000000000000e+00,3.153938785142189472e-264
8.029199999999999449e+00,0.000000000000000000e+00,1.550000000000000000e+01,-1.000000000000000000e+00,3.207635014498273024e-264
3.550000000000000000e+01,0.000000000000000000e+00,2.800000000000000000e+01,1.000000000000000000e+00,-9.315022711473166899e+302
2.107499999999999929e+01,4.000000000000000000e+00,6.900000000000000355e+00,-1.000000000000000000e+00,3.593269408107156008e-264
3.138749999999999929e+01,6.000000000000000000e+00,3.750000000000000000e+01,-1.000000000000000000e+00,3.680674172197074703e-264
7.224999999999999645e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.192300150833229223e-143
2.630000000000000000e+02,5.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00,3.730738739440192674e-264
7.879199999999999982e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.833376869954535459e-264
7.895800000000000374e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,2.918146596610350217e-100
2.772080000000000055e+01,0.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,7.437583214029181538e-267
1.465208000000000084e+02,1.000000000000000000e+00,9.391999999999999460e+00,-1.000000000000000000e+00,4.925737290455800779e-264
7.750000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-8.936359689823680972e-60
1.050000000000000000e+01,0.000000000000000000e+00,6.600000000000000000e+01,1.000000000000000000e+00,4.881762685859128983e-264
8.217079999999999984e+01,1.000000000000000000e+00,2.800000000000000000e+01,1.000000000000000000e+00,5.503839053937421278e-264
